path,directory,filename,bytes,words,extension,depth,readable,is_empty,sha256,exact_duplicate_group_size,exact_duplicate_group,duplicate_representative,is_exact_duplicate_copy,analysis_class,substantive_synthesis_included,exclusion_reason,near_duplicate_cluster
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/16-domain-discovery-topic3.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,16-domain-discovery-topic3.md,98591,12292,.md,3,True,False,f6ce0caa6457b3b573ea7ef4f245c563eac474958ad2c37dca96d2dcf6d76608,8,XD-079,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/16-domain-discovery-topic3.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/16-domain-discovery-topic3.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/17-domain-integrity-review.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,17-domain-integrity-review.md,56794,7507,.md,3,True,False,208a4a7610ee77bd3ea92175ca7781200b2ca5122b0dcdd95e6e197a5445ba46,8,XD-012,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/17-domain-integrity-review.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/17-domain-integrity-review.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/18-domain-resolution-analysis.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,18-domain-resolution-analysis.md,67941,9103,.md,3,True,False,8e9a38de60815f397e77a4631f3d845042dd186e5b018280fb8451dd6b0bab0c,8,XD-046,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/18-domain-resolution-analysis.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/18-domain-resolution-analysis.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/19-domain-architecture.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,19-domain-architecture.md,114709,12334,.md,3,True,False,0d9e019903321b227c8d399c14a8aa926e7f78c90361653145dc9a25afd4561b,8,XD-003,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/19-domain-architecture.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/19-domain-architecture.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/20-domain-architecture-validation.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,20-domain-architecture-validation.md,95160,11771,.md,3,True,False,333f179e116447071bec460a6704ed5576d8e6238060b4fec5f91310df8b66be,8,XD-020,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/20-domain-architecture-validation.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/20-domain-architecture-validation.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/21-domain-architecture-frozen-baseline.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,21-domain-architecture-frozen-baseline.md,108803,12005,.md,3,True,False,5714e0c76d2cc9c87b61af4eea0a267ffbaf815376332f9b84d5e1c97de1ba9c,9,XD-027,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/21-domain-architecture-frozen-baseline.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/21-domain-architecture-frozen-baseline.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/22-post-freeze-platform-architecture-review.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,22-post-freeze-platform-architecture-review.md,79823,8912,.md,3,True,False,886716950b7b3ba5a9dfcef3fedcfb467eb66b1c3860b80323d43b856f308da3,9,XD-043,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/22-post-freeze-platform-architecture-review.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/22-post-freeze-platform-architecture-review.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/23-laravel-ecosystem-build-vs-buy-review.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,23-laravel-ecosystem-build-vs-buy-review.md,116374,13571,.md,3,True,False,c09fa4f087aca72d3921e8525450afef3d9edd9c719fd211c77268743be52c29,9,XD-065,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/23-laravel-ecosystem-build-vs-buy-review.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/23-laravel-ecosystem-build-vs-buy-review.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/24-final-platform-and-capability-architecture.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,24-final-platform-and-capability-architecture.md,117115,13899,.md,3,True,False,217973d4b8416b598b5f2bcca737799bed40d08d73756fabbc524549ad91b9fa,9,XD-014,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/24-final-platform-and-capability-architecture.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/24-final-platform-and-capability-architecture.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/26-pre-implementation-reconciliation.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,26-pre-implementation-reconciliation.md,57858,7146,.md,3,True,False,fd8691af9a925206dd726cbf32983d1873304fe2f9a387ab51c558a6b0d711ad,9,XD-083,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/26-pre-implementation-reconciliation.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/26-pre-implementation-reconciliation.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/27-final-corrected-pre-implementation-blueprint.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,27-final-corrected-pre-implementation-blueprint.md,85973,10551,.md,3,True,False,c9a0bdaf8cc2c3e8fd18ee1440e025737e821477605e34cb57f68d57cf55a8b9,9,XD-070,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/27-final-corrected-pre-implementation-blueprint.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/27-final-corrected-pre-implementation-blueprint.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/28-package-verification-audit.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,28-package-verification-audit.md,57038,7335,.md,3,True,False,bcd2c53ee3004be3d6f16e80bbe72d442122502d69526a63cdc7f780cd3ebbac,8,XD-063,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/28-package-verification-audit.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/28-package-verification-audit.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/29-rbac-decision.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,29-rbac-decision.md,4203,461,.md,3,True,False,992b84c7d063f6b4a9d7db3209d98030705a650c76ad81397f1cd23e391910f7,9,XD-049,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/29-rbac-decision.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/29-rbac-decision.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/30-data-acquisition-pipeline.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,30-data-acquisition-pipeline.md,19684,1752,.md,3,True,False,18c7c1d07abf6b1f66eb4a5a234f462335bc293f2356bc00e410b1a670e28c69,9,XD-011,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/30-data-acquisition-pipeline.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/30-data-acquisition-pipeline.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/HISTORICAL-README.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,HISTORICAL-README.md,5602,692,.md,3,True,False,5a6114b1f966f3da4b8c240b479451451d1f3b1f9594885966d2f8a1285e1f20,8,XD-029,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/HISTORICAL-README.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/HISTORICAL-README.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive/VERIFICATION-REPORT.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/archive,VERIFICATION-REPORT.md,39637,5124,.md,3,True,False,eae4fc33ca1158b08948e1fe4a6936607d4cf09917e53a4ac95cb97aa15c7b98,7,XD-078,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/VERIFICATION-REPORT.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/VERIFICATION-REPORT.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/01-business.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical,01-business.md,48139,6076,.md,3,True,False,c0248291bdda23d03f2a592dd036864f15f9c7cdb47bce869fad5dd8198e7e01,8,XD-064,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical/01-business.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/canonical/01-business.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/02-decisions.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical,02-decisions.md,72903,9498,.md,3,True,False,09d61d48aa048c4b7c6ab9f733ef1b767935cfde024f9d62711d3e91245222da,5,XD-002,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/02-decisions.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/02-decisions.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/03-domain.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical,03-domain.md,79119,9466,.md,3,True,False,ae3884330189a44797690b28c25d4893fc724f612edcf244c33b649bf86d58de,5,XD-055,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/03-domain.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/03-domain.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/04-architecture.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical,04-architecture.md,70473,8566,.md,3,True,False,2e4de7f0386af59074116d114a600969352d1c246af05385bdfba7ac9b88cc24,4,XD-018,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/04-architecture.md,False,architecture_implementation,False,Scanned for product-impacting consequences and historical drift; not primary product/problem evidence.,ND-005
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/05-implementation.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical,05-implementation.md,110469,13246,.md,3,True,False,17021ba7a48f27c602b2bbedc75b7d169dbe81961c723974a025e3ad000ecce6,1,,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/05-implementation.md,False,architecture_implementation,False,Scanned for product-impacting consequences and historical drift; not primary product/problem evidence.,ND-018
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical/06-data-acquisition.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/canonical,06-data-acquisition.md,23578,2546,.md,3,True,False,8cc1e158b5e3933b3f96f6e4aafbcf679c92643593b5c9d04825618171f8e84d,2,XD-045,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/06-data-acquisition.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/canonical/06-data-acquisition.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/ADVERSARIAL-DECISION-REVIEW.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance,ADVERSARIAL-DECISION-REVIEW.md,132385,17708,.md,3,True,False,b73286d559ef25d3c76adc091092b4e1fec24f4ef8352a391c91acd73db45021,5,XD-060,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/ADVERSARIAL-DECISION-REVIEW.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/ADVERSARIAL-DECISION-REVIEW.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-AMENDMENT-REPORT.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance,CANONICAL-AMENDMENT-REPORT.md,12695,1494,.md,3,True,False,95c8a3fc49a889cf83fada2239bf2cb4c7165775924312a07c928dc6fccb8401,7,XD-047,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-AMENDMENT-REPORT.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/CANONICAL-AMENDMENT-REPORT.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-CONSISTENCY-AUDIT.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance,CANONICAL-CONSISTENCY-AUDIT.md,23503,2078,.md,3,True,False,b244f0578243c27193a583d884806b6a001a2f47a692b160cfc7a07c7f35d482,5,XD-056,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-CONSISTENCY-AUDIT.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-CONSISTENCY-AUDIT.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-UPDATE-REPORT.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance,CANONICAL-UPDATE-REPORT.md,15571,1918,.md,3,True,False,969405471e70428a343fa87c94f939130e87ed983b62ab893b94e8b321ac063c,5,XD-048,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-UPDATE-REPORT.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/CANONICAL-UPDATE-REPORT.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/DISCOVERY-CLOSURE.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance,DISCOVERY-CLOSURE.md,37021,4609,.md,3,True,False,16ce463b7c9c047d0215a24f96ce70b1762e50e4369128e45d5e6cf878a2c18b,5,XD-010,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/DISCOVERY-CLOSURE.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/DISCOVERY-CLOSURE.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance,FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,38186,4546,.md,3,True,False,aa4f2cded2f1b917dd23098df63c8db649fa6cfb760f1fb075550706b1b0b45a,8,XD-054,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-LINEAGE-SEMANTICS-RESOLUTION.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-LINEAGE-SEMANTICS-RESOLUTION.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance,FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,43174,5126,.md,3,True,False,128459465c6a84bdd92f5d660d22788a40b2b2aef05f0084038278a44b35de97,7,XD-007,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FINAL-TARGETED-SCHEMA-PROVENANCE-HOSTILE-REVIEW.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance,FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,67039,9052,.md,3,True,False,0f625e66d9f6b35a0569854a71ac482de28d0cc2686f5e9676dd1b93d1fc91ce,7,XD-005,StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-Independent-Audit-Package-v3/04-GOVERNANCE/FOUNDATIONAL-DECISIONS-ADVERSARIAL-REVIEW.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/FOUNDATIONAL-DECISIONS-BRIEF.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance,FOUNDATIONAL-DECISIONS-BRIEF.md,68567,8391,.md,3,True,False,780280921a57f5f094584c80852f510fbaafb3da3deaa9462cdfb7e592fe5abd,5,XD-040,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/FOUNDATIONAL-DECISIONS-BRIEF.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/governance/FOUNDATIONAL-DECISIONS-BRIEF.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance/SECOND-ORDER-ARCHITECTURE-REVIEW.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/governance,SECOND-ORDER-ARCHITECTURE-REVIEW.md,75337,9059,.md,3,True,False,dc2e37f8cdc76a14a61bece90eb68f67e65637af0c9befdbb45d111d6176a6cc,8,XD-076,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/SECOND-ORDER-ARCHITECTURE-REVIEW.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/governance/SECOND-ORDER-ARCHITECTURE-REVIEW.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UI.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/product-experience,FIRST-VERTICAL-SLICE-UI.md,56099,4526,.md,3,True,False,2c66d139ce0bff533a1d7f8ca6c81d9e660569af588662259e39455abbcc8167,6,XD-016,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UI.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UI.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UX.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/product-experience,FIRST-VERTICAL-SLICE-UX.md,52552,5909,.md,3,True,False,74fc59c6ccf6b08a7ea9265d7f845395fc78f3d8ac47d9b89a3a5a7a129bff46,5,XD-038,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UX.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/FIRST-VERTICAL-SLICE-UX.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-ARCHITECTURE.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/product-experience,PRODUCT-EXPERIENCE-ARCHITECTURE.md,93691,11321,.md,3,True,False,829ae23a3ae3589a04952068b99fdb223ebc6d1bfdc3f1c33214bbdbd79e6184,5,XD-041,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-ARCHITECTURE.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-ARCHITECTURE.md; representative considered instead.,
StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-DISCOVERY.md,StudyNexus-V4.3-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/product-experience,PRODUCT-EXPERIENCE-DISCOVERY.md,63740,7293,.md,3,True,False,cff3b2ea4409afa97af6c4f7778f49e8c13ce6a50eddde4b32d423ec6dc091e6,5,XD-072,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-DISCOVERY.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/product-experience/PRODUCT-EXPERIENCE-DISCOVERY.md; representative considered instead.,
StudyNexus-V4.4-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/00-ORIENTATION/AUTHORITY-HIERARCHY.md,StudyNexus-V4.4-Developer-Handoff/PRE-IMPLEMENTATION-BASELINE-V2/00-ORIENTATION,AUTHORITY-HIERARCHY.md,6402,780,.md,3,True,False,39b65737044882254a46fca3d919e2d5c4d850f1281220fe98e396709becf58e,5,XD-023,StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/00-ORIENTATION/AUTHORITY-HIERARCHY.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-V4.2-Developer-Handoff v2/PRE-IMPLEMENTATION-BASELINE-V2/00-ORIENTATION/AUTHORITY-HIERARCHY.md; representative considered instead.,
